,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
94,Campbeltown,88,GB,1549918200,87,55.43,-5.61,44.6,6.93
95,Victoria,75,BN,1549918800,94,5.28,115.24,78.8,4.7
96,Yellowknife,75,CA,1549918800,77,62.45,-114.38,5.0,3.36
97,Black Diamond,1,CA,1549918800,58,50.69,-114.23,-5.81,3.36
98,Sao Bento do Sul,48,BR,1549921449,97,-26.25,-49.38,73.87,2.59
99,Weligama,0,LK,1549921450,92,5.97,80.42,78.28,14.56
100,Vaitape,48,PF,1549921451,98,-16.52,-151.75,83.95,4.72
101,Bulgan,0,MN,1549921453,0,48.81,103.53,-29.77,2.71
102,Acapulco,5,MX,1549918200,74,16.86,-99.88,84.2,8.05
103,Byron Bay,0,AU,1549918800,83,-28.65,153.62,78.8,3.36
104,Mar del Plata,0,AR,1549921456,33,-46.43,-67.52,69.14,4.72
105,Kavieng,92,PG,1549921457,100,-2.57,150.8,83.99,17.02
106,Baisha,56,CN,1549921458,89,19.23,109.45,66.85,2.15
107,Saldanha,0,PT,1549921460,90,41.42,-6.55,34.31,4.94
108,Kirakira,68,SB,1549921461,100,-10.46,161.92,83.77,36.82
109,Fairbanks,75,US,1549918680,91,64.84,-147.72,17.78,8.05
110,Souillac,0,FR,1549918800,81,45.6,-0.6,46.4,4.7
111,Atuona,0,PF,1549921464,100,-9.8,-139.03,80.71,13.0
112,Berlevag,75,NO,1549918200,79,70.86,29.09,26.6,11.41
113,Laguna,90,MX,1549917600,67,27.52,-110.01,62.6,5.82
114,Coari,32,BR,1549921469,81,-4.09,-63.14,83.36,5.28
115,Paracatu,8,BR,1549921223,78,-17.22,-46.87,80.84,6.62
116,Yamada,75,JP,1549919400,100,36.58,137.08,35.6,3.36
117,Pingliang,48,CN,1549921472,68,35.54,106.68,13.88,5.95
118,Nanortalik,64,GL,1549921473,98,60.14,-45.24,27.83,30.33
119,Tiksi,64,RU,1549921478,72,71.64,128.87,-16.54,13.22
120,New Norfolk,75,AU,1549918800,77,-42.78,147.06,62.6,19.46
121,Katsuura,20,JP,1549920000,88,33.93,134.5,39.2,9.17
122,Sabang,80,PH,1549921481,85,13.72,123.58,76.66,12.44
123,Oum Hadjer,0,TD,1549921482,28,13.3,19.7,70.45,10.76
124,Nizhniy Baskunchak,0,RU,1549921483,69,48.22,46.83,7.99,7.63
125,Chuy,100,UY,1549921485,100,-33.69,-53.46,69.41,8.3
126,Lundazi,36,ZM,1549921486,93,-12.29,33.17,66.89,5.06
127,Sechura,0,PE,1549921487,68,-5.56,-80.82,82.78,12.44
128,Dukat,92,RS,1549921488,99,42.44,22.31,36.38,3.15
129,Sitka,0,US,1549921489,61,37.17,-99.65,55.73,10.42
130,Salisbury,44,GB,1549918560,75,51.07,-1.8,41.0,4.7
131,Sillod,0,IN,1549921492,78,20.3,75.65,53.17,4.27
132,Jinchang,0,CN,1549921493,42,38.52,102.19,-10.2,3.38
133,Madimba,20,CM,1549918800,94,4.42,9.93,80.6,1.12
134,Narsaq,75,GL,1549918200,26,60.91,-46.05,33.8,24.16
135,Waingapu,92,ID,1549921496,100,-9.65,120.26,75.04,4.5
136,Santiago del Estero,48,AR,1549921227,72,-27.8,-64.26,82.15,22.5
137,Kiama,0,AU,1549918800,40,-34.67,150.86,69.8,5.39
138,Izhma,88,RU,1549921500,79,65.01,53.91,24.73,7.07
139,Inuvik,90,CA,1549918800,67,68.36,-133.71,28.4,5.82
140,Bambous Virieux,40,MU,1549918800,83,-20.34,57.76,77.0,4.72
141,Vostok,48,RU,1549921504,67,46.45,135.83,-2.01,2.71
142,Namtsy,48,RU,1549918800,66,62.72,129.66,-32.81,4.47
143,Northam,20,GB,1549918200,100,51.04,-4.21,42.8,1.12
144,Lebu,24,ET,1549921510,64,8.96,38.73,55.46,6.4
145,Leningradskiy,76,RU,1549921511,95,69.38,178.42,-21.72,7.63
146,Guiratinga,20,BR,1549921512,63,-16.35,-53.76,87.86,5.73
147,Baiquan,0,CN,1549921514,68,47.61,126.08,-15.37,5.39
148,Ketchikan,1,US,1549918560,36,55.34,-131.65,37.94,16.11
149,Labuhan,48,ID,1549921516,96,-2.54,115.51,72.83,2.15
150,Maragogi,92,BR,1549921517,84,-9.01,-35.22,79.76,8.52
151,Magdalena,75,BO,1549918800,94,-13.26,-64.05,78.8,13.0
152,Luderitz,0,NA,1549921520,70,-26.65,15.16,64.87,21.83
153,Tautira,75,PF,1549918800,74,-17.73,-149.15,82.4,6.93
154,Tromso,75,NO,1549920000,94,69.65,18.96,32.0,21.92
155,Shambu,64,ET,1549921523,81,9.57,37.1,56.63,2.48
156,Isabela,24,PH,1549921524,78,10.2,122.99,72.79,7.18
157,Kaitangata,24,NZ,1549921525,81,-46.28,169.85,64.01,4.94
158,Margate,75,AU,1549918800,77,-43.03,147.26,62.6,19.46
159,East London,92,ZA,1549921528,100,-33.02,27.91,71.03,14.23
160,Maceio,75,BR,1549918800,69,-9.67,-35.74,80.6,11.41
161,Carutapera,92,BR,1549921530,89,-1.2,-46.02,80.08,6.17
162,Iqaluit,75,CA,1549919640,68,63.75,-68.52,-14.81,13.87
163,Butaritari,80,KI,1549921532,100,3.07,172.79,82.91,23.51
164,Upata,92,VE,1549921534,48,8.02,-62.41,83.18,11.77
165,Uray,56,RU,1549921535,87,60.13,64.8,13.84,6.96
166,Morgan City,40,US,1549920900,60,29.7,-91.21,77.9,8.05
167,Gigmoto,56,PH,1549921537,99,13.78,124.39,77.33,13.67
168,Jalu,44,LY,1549921538,70,29.03,21.55,46.42,2.93
169,Salym,80,RU,1549921539,89,60.06,71.48,2.05,6.73
170,Hami,0,CN,1549921540,44,42.84,93.51,7.04,4.83
171,Sangar,44,RU,1549921542,0,63.92,127.47,-30.81,3.6
172,Malanje,0,AO,1549921543,94,-9.54,16.35,68.69,2.71
173,Bethel,90,US,1549920180,100,60.79,-161.76,33.8,39.15
174,Tasiilaq,88,GL,1549918200,53,65.61,-37.64,26.6,33.33
175,Kitimat,20,CA,1549918800,45,54.02,-128.69,24.8,12.75
176,Asyut,0,EG,1549921548,89,27.18,31.19,43.99,3.15
177,Honiara,68,SB,1549921549,91,-9.43,159.96,77.24,11.43
178,Nikolskoye,75,RU,1549918800,86,59.7,30.79,33.8,6.71
179,Ancud,0,CL,1549918800,45,-41.87,-73.83,68.0,9.17
180,Alliance,1,US,1549918380,36,42.1,-102.87,44.06,25.28
181,Kokoda,24,PG,1549921493,96,-8.88,147.74,63.52,0.47
182,Pacific Grove,1,US,1549919700,42,36.62,-121.92,55.94,11.41
183,Rio Grande,75,BR,1549917900,88,-32.03,-52.1,75.2,3.36
184,Georgetown,75,GY,1549918800,74,6.8,-58.16,80.6,11.41
185,Starokostyantyniv,92,UA,1549921558,94,49.76,27.2,34.27,5.5
186,Vanimo,56,PG,1549921492,100,-2.67,141.3,78.82,14.45
187,Arman,0,RU,1549921561,0,59.7,150.17,-30.99,3.94
188,Paraiso,75,MX,1549917900,29,24.01,-104.61,68.0,20.8
189,Los Llanos de Aridane,0,ES,1549918800,34,28.66,-17.92,68.0,6.93
190,Thinadhoo,48,MV,1549921567,100,0.53,72.93,83.54,11.43
191,Shelburne,1,CA,1549918800,62,44.08,-80.2,24.8,8.05
192,Vicksburg,40,US,1549919700,78,32.35,-90.88,73.4,12.75
193,Pirgos,20,GR,1549918200,76,35.12,25.72,53.6,11.41
194,Alyangula,64,AU,1549918800,88,-13.85,136.42,80.6,4.7
195,Touros,68,BR,1549921573,77,-5.2,-35.46,83.18,16.35
196,Caravelas,0,BR,1549921362,100,-17.73,-39.27,82.87,12.77
197,Buta,20,CD,1549921597,46,2.79,24.73,81.16,5.28
198,Morant Bay,20,JM,1549918800,51,17.88,-76.41,84.2,26.4
199,Arlit,0,NE,1549921599,36,18.74,7.39,57.08,4.72
200,Ostrovnoy,12,RU,1549921600,85,68.05,39.51,28.06,15.46
201,Pedasi,0,PA,1549921465,91,7.53,-80.03,77.29,6.85
202,Dalvik,0,SE,1549920000,74,57.79,14.13,30.2,5.82
203,Haines Junction,0,CA,1549921604,63,60.75,-137.51,-5.74,0.92
204,Lagoa,0,PT,1549918800,58,37.14,-8.45,59.0,4.7
205,Esperance,20,TT,1549918800,51,10.24,-61.45,84.2,17.22
206,Barra do Corda,0,BR,1549921608,87,-5.5,-45.25,80.66,5.95
207,Hearst,0,CA,1549921609,50,49.69,-83.67,8.93,3.38
208,Presidencia Roque Saenz Pena,32,AR,1549921611,95,-26.79,-60.44,79.76,15.01
209,Ouro Preto do Oeste,68,BR,1549921612,74,-10.75,-62.22,82.69,3.15
210,Olinda,75,EC,1549918800,78,-2.03,-79.75,82.4,8.05
211,Atherton,44,GB,1549918200,96,53.52,-2.49,39.2,3.36
212,Grand Gaube,40,MU,1549918800,83,-20.01,57.66,77.0,8.63
213,Taoudenni,0,ML,1549921617,20,22.68,-3.98,57.85,8.86
214,Sao Joao da Barra,40,BR,1549918800,62,-21.64,-41.05,86.0,20.8
215,Ramanathapuram,92,IN,1549921622,90,9.37,78.83,75.76,10.2
216,Zvishavane,68,ZW,1549921624,59,-20.32,30.05,77.56,4.16
217,Marzuq,0,YE,1549921646,87,14.4,46.47,47.99,2.26
218,Shitanjing,0,CN,1549921647,63,39.23,106.34,5.51,3.15
219,Marawi,0,PH,1549921648,93,8.0,124.29,52.18,2.15
220,Kaoma,56,ZM,1549921653,91,-14.8,24.8,67.48,5.95
221,Igrim,56,RU,1549921654,81,63.19,64.42,16.9,6.73
222,Nome,90,US,1549919700,69,30.04,-94.42,75.92,14.99
223,San Andres,0,PH,1549921577,100,13.32,122.68,78.01,18.7
224,Bontang,80,ID,1549921657,93,0.12,117.47,82.06,13.11
225,Mahebourg,40,MU,1549918800,83,-20.41,57.7,77.0,4.72
226,Anadyr,90,RU,1549918800,84,64.73,177.51,-0.41,46.98
227,Sibenik,88,HR,1549921661,75,45.81,17.18,38.32,11.43
228,Lake Havasu City,1,US,1549920600,14,34.47,-114.34,57.2,11.41
229,Solnechnyy,0,RU,1549921666,0,50.72,136.64,-30.09,2.04
230,Aranda de Duero,0,ES,1549921667,88,41.67,-3.69,30.13,2.59
231,Klaksvik,92,FO,1549920000,100,62.23,-6.59,44.6,2.24
232,Tumut,0,AU,1549921669,81,-35.3,148.22,57.44,3.15
233,Kultuk,0,RU,1549921670,0,51.73,103.71,-29.19,1.36
234,Saint George,75,GR,1549918200,62,39.45,22.34,55.4,6.93
235,Vila Franca do Campo,75,PT,1549918800,93,37.72,-25.43,62.6,14.99
236,Jiexiu,64,CN,1549921674,83,37.02,111.92,13.75,2.37
237,Iralaya,40,HN,1549918800,69,15.0,-83.23,82.4,9.17
238,Guymon,75,US,1549920900,37,36.68,-101.48,62.96,19.46
239,Babati,64,TZ,1549921677,63,-4.21,35.75,70.9,8.41
240,Grindavik,90,IS,1549920600,86,63.84,-22.43,37.4,9.17
241,Zyryanka,20,RU,1549921680,0,65.73,150.89,-35.44,2.48
242,Rock Sound,36,BS,1549921673,100,24.9,-76.2,74.68,14.79
243,Buala,76,SB,1549921682,83,-8.15,159.59,83.95,20.15
244,Chumikan,0,RU,1549921683,61,54.72,135.31,-13.17,8.08
245,Camacha,40,PT,1549918800,82,33.08,-16.33,62.6,13.87
246,Saryg-Sep,0,RU,1549921685,0,51.49,95.55,-37.69,2.37
247,Airai,80,TL,1549921686,93,-8.93,125.41,69.64,1.59
248,Cap Malheureux,40,MU,1549918800,83,-19.98,57.61,77.0,8.63
249,Okahandja,56,NA,1549918800,49,-21.98,16.91,73.4,3.36
250,Hamilton,90,CA,1549918800,85,43.26,-79.87,26.6,28.86
251,Mnogovershinnyy,8,RU,1549921691,26,53.94,139.92,-18.52,3.71
252,Yulara,80,AU,1549918800,25,-25.24,130.99,66.2,3.94
253,Marsa Matruh,0,EG,1549918800,87,31.35,27.25,48.2,2.37
254,Odate,80,JP,1549921695,85,40.3,140.55,16.58,1.59
255,Kaeo,48,NZ,1549921696,72,-35.1,173.78,73.06,5.61
256,Belyy Yar,12,RU,1549918800,67,53.6,91.39,-23.81,2.24
257,Kostomuksha,92,RU,1549921698,94,64.59,30.6,31.12,3.6
258,Alofi,80,NU,1549921699,90,-19.06,-169.92,85.43,20.04
259,Meadow Lake,90,CA,1549918800,70,54.13,-108.44,-4.01,8.05
260,Vestmannaeyjar,88,IS,1549921702,93,63.44,-20.27,38.68,9.42
261,Brae,80,GB,1549918200,98,60.4,-1.35,41.0,13.87
262,Aksha,0,RU,1549921704,29,50.28,113.29,-21.81,5.39
263,Pisco,75,PE,1549918800,30,-13.71,-76.2,71.6,9.17
264,Mega,0,ET,1549921706,44,4.06,38.32,66.98,7.74
265,Talara,75,PE,1549918800,290,-4.58,-81.27,62.6,8.05
266,Gat,12,SN,1549920600,13,14.69,-16.54,84.2,11.41
267,Karachi,0,PK,1549918260,25,24.87,67.03,66.2,16.11
268,Mareeba,0,AU,1549918800,78,-16.99,145.42,78.8,5.39
269,Isangel,12,VU,1549921712,99,-19.55,169.27,81.52,22.28
270,Obo,8,CF,1549921713,57,5.39,26.49,68.24,11.1
271,Saskylakh,56,RU,1549921714,79,71.97,114.09,-18.3,10.76
272,Camargo,92,MX,1549921716,25,27.69,-105.17,71.98,20.83
273,Saint-Francois,20,FR,1549918800,93,46.42,3.91,39.2,5.82
274,Kalmeshwar,0,IN,1549918800,48,21.24,78.91,64.4,3.36
275,Pula,75,EC,1549918800,78,-1.95,-79.93,82.4,8.05
276,Talnakh,80,RU,1549921720,66,69.49,88.39,-4.53,20.94
277,Faanui,76,PF,1549921721,99,-16.48,-151.75,83.99,5.5
278,Bosaso,0,SO,1549921722,100,11.28,49.18,74.18,3.04
279,Nizhniy Odes,80,RU,1549921724,79,63.64,54.86,22.16,7.18
280,Foldeak,0,HU,1549918800,70,46.32,20.5,42.8,19.46
281,Den Helder,90,NL,1549918500,86,52.96,4.76,44.6,6.93
282,Ugoofaaru,0,MV,1549921728,100,5.67,73.0,82.46,18.25
283,Leh,48,IN,1549921729,60,34.16,77.58,-12.72,0.69
284,Bhuban,0,IN,1549921730,88,20.88,85.83,51.91,1.92
285,Meulaboh,56,ID,1549921731,100,4.14,96.13,79.09,5.5
286,Kiunga,64,PG,1549921732,96,-6.12,141.3,72.25,2.48
287,Krotoszyn,92,PL,1549921733,98,51.7,17.44,35.08,20.83
288,Ponta do Sol,68,BR,1549921734,59,-20.63,-46.0,81.83,9.75
289,Samarai,12,PG,1549921494,99,-10.62,150.67,84.22,24.07
290,Strelka,36,RU,1549921737,71,58.08,93.03,-10.24,5.95
291,Coquimbo,0,CL,1549918800,64,-29.95,-71.34,69.8,10.29
292,Matagami,0,NG,1549921739,33,9.67,8.4,72.16,8.97
293,Alice Springs,0,AU,1549920120,19,-23.7,133.88,78.8,5.82
294,Ayan,0,TR,1549921741,75,40.67,33.6,21.4,2.59
295,Mount Gambier,75,AU,1549919220,93,-37.83,140.78,51.8,14.99
296,Horadiz,90,AZ,1549918800,93,39.45,47.33,41.0,13.87
297,Krasnyy Yar,48,RU,1549921745,78,50.7,44.73,8.93,8.52
298,Hobyo,80,SO,1549921746,93,5.35,48.53,76.84,11.21
299,Rovaniemi,90,FI,1549920000,92,66.5,25.72,15.8,8.05
300,Hovd,75,NO,1549920000,87,63.83,10.7,32.0,32.21
301,Shache,12,CN,1549921749,69,38.42,77.24,15.82,3.15
302,Poum,32,MK,1549921751,79,41.28,20.71,37.42,4.83
303,Kamenka,80,RU,1549921752,86,53.19,44.05,17.93,10.98
304,Dunedin,76,NZ,1549921644,73,-45.87,170.5,66.44,3.83
305,Clyde River,75,CA,1549918800,75,70.47,-68.59,-16.61,12.75
306,Lisala,92,CD,1549921755,44,2.15,21.52,87.41,5.17
307,Vilyuysk,44,RU,1549921756,73,63.75,121.63,-6.33,5.39
308,Jamtara,0,IN,1549921758,83,23.95,86.82,50.65,4.38
309,Little Current,1,CA,1549918800,52,45.98,-81.93,19.4,13.87
310,Mana,90,RS,1549918800,100,43.52,20.24,33.8,1.12
311,Khani,0,GE,1549918800,100,41.96,42.96,39.2,4.7
312,Pangody,92,RU,1549921765,78,65.85,74.49,6.86,15.01
313,Challans,0,FR,1549918800,86,46.85,-1.88,42.8,3.36
314,Senanga,44,ZM,1549921768,88,-16.1,23.3,69.86,4.83
315,Oranjemund,92,ZA,1549921769,94,-28.55,16.43,64.64,16.13
316,Eureka,75,US,1549920900,100,40.8,-124.16,48.92,14.99
317,Todos Santos,20,MX,1549918440,60,23.45,-110.23,75.2,10.29
318,Plymouth,0,GB,1549918200,100,50.37,-4.14,41.0,5.82
319,Cayenne,75,GF,1549918800,94,4.94,-52.33,75.2,2.24
320,Sobolevo,92,RU,1549921775,95,54.43,31.9,32.38,19.48
321,Arica,0,CL,1549918800,69,-18.48,-70.32,73.4,11.41
322,Bowen,0,AU,1549918800,88,-20.01,148.25,78.8,5.82
323,Koraput,0,IN,1549921778,79,18.81,82.72,49.93,2.71
324,Sao Goncalo do Amarante,20,BR,1549918800,79,-3.61,-38.97,84.2,11.41
325,San Patricio,44,PY,1549921781,89,-26.98,-56.83,81.52,2.93
326,Halifax,20,CA,1549918800,31,44.65,-63.58,19.4,25.28
327,Fare,88,PF,1549921783,97,-16.7,-151.02,84.13,6.29
328,Huarmey,12,PE,1549921515,61,-10.07,-78.15,79.63,4.16
329,Alenquer,20,BR,1549918800,74,-1.95,-54.74,86.0,5.82
330,Ulaanbaatar,0,MN,1549920600,66,47.92,106.92,-32.81,2.24
331,Khoy,88,IR,1549921788,83,38.55,44.95,23.56,2.48
332,Moron,80,VE,1549921789,64,10.49,-68.2,75.98,5.06
333,Kaihua,92,CN,1549921790,100,29.14,118.41,34.04,2.82
334,Bone,40,ID,1549918800,94,-10.32,123.57,78.8,2.24
335,Lakes Entrance,0,AU,1549921792,65,-37.88,147.99,71.03,12.33
336,Havelock,90,US,1549920060,100,34.88,-76.9,51.08,3.36
337,Panama City,1,US,1549918560,76,30.16,-85.65,73.4,21.92
338,Cloquet,90,US,1549922100,75,46.72,-92.46,23.0,11.41
339,Tuatapere,0,NZ,1549921797,87,-46.13,167.69,63.11,2.71
340,Flin Flon,90,CA,1549918800,54,54.77,-101.88,3.2,5.39
341,Vysokopillya,90,UA,1549918800,96,47.49,33.53,35.6,13.42
342,Portland,90,US,1549920300,85,45.52,-122.67,44.96,8.05
343,Toamasina,40,MG,1549918800,94,-18.17,49.38,75.2,1.14
344,Deputatskiy,36,RU,1549921806,0,69.3,139.9,-30.22,3.6
345,Rabo de Peixe,75,PT,1549918800,93,37.8,-25.58,62.6,14.99
346,Sangmelima,68,CM,1549921808,60,2.93,11.98,79.76,2.37
347,Izhmorskiy,80,RU,1549921818,51,56.19,86.64,-9.52,3.94
348,Soyo,36,AO,1549921820,79,-6.13,12.37,82.42,6.06
349,Port Macquarie,0,AU,1549918800,88,-31.43,152.91,68.0,4.7
350,Ponta Delgada,75,PT,1549918800,93,37.73,-25.67,62.6,14.99
351,Itoman,75,JP,1549918800,72,26.12,127.67,62.6,8.05
352,Puerto Ayacucho,20,CO,1549918800,41,5.66,-67.63,95.0,9.17
353,Zlatoust,56,RU,1549921825,89,55.17,59.68,12.08,5.39
354,Mobaye,44,CF,1549921826,48,4.33,21.18,80.71,7.74
355,Tari,0,NG,1549921828,29,12.41,4.49,71.93,9.42
356,Coihaique,0,CL,1549918800,26,-45.58,-72.07,69.8,6.93
357,Kuressaare,90,EE,1549918200,97,58.21,25.84,33.8,3.36
358,Grootfontein,56,NA,1549921831,94,-19.56,18.1,66.94,2.71
359,Saint Anthony,90,US,1549919940,72,43.97,-111.68,24.08,14.99
360,Port Hardy,75,CA,1549918800,91,50.7,-127.42,32.0,23.04
361,Adwa,0,ET,1549921835,80,14.16,38.9,54.88,2.59
362,Banda Aceh,0,ID,1549921836,96,5.56,95.32,69.68,3.71
363,Morro Bay,1,US,1549918560,36,35.37,-120.85,59.0,4.7
364,Ratnagiri,80,IN,1549921838,100,16.98,73.3,76.48,7.4
365,Bealanana,88,MG,1549921839,98,-14.54,48.75,65.41,2.37
366,Rafaela,92,AR,1549921624,90,-31.25,-61.49,74.77,18.03
367,Mahon,75,IE,1549918800,93,51.89,-8.4,46.4,10.29
368,Ambulu,44,ID,1549921846,100,-8.35,113.61,77.65,3.49
369,Kabo,36,CF,1549921847,30,7.69,18.62,81.88,10.54
370,Qandala,0,SO,1549921848,100,11.47,49.87,62.66,1.92
371,Xingcheng,20,CN,1549921849,56,40.62,120.71,3.44,7.85
372,Okha,8,RU,1549921850,88,53.59,142.95,-20.19,3.94
